index,Id Amostra,Ano,Parecer Amostra,Data Coleta,Análise,Valor,Unidade Medida,Parecer Análise
1334,355257,2024,Não Conforme,2024-02-06 12:00:00.000,Fósforo Total,5,mg/L,
1335,355257,2024,Não Conforme,2024-02-06 12:00:00.000,pH,7,N.A,Conforme
1336,355257,2024,Não Conforme,2024-02-06 12:00:00.000,Nitrogênio Amoniacal,42.1,mg/L,Não Conforme
1337,355258,2024,,2024-02-06 12:00:00.000,DQO,454,mg/L,
1338,355258,2024,,2024-02-06 12:00:00.000,DBO,232.4,mg/L,
1339,355258,2024,,2024-02-06 12:00:00.000,Sólidos Suspensos Totais,"138,6",mg/L,
1340,355258,2024,,2024-02-06 12:00:00.000,Fósforo Total,6.3,mg/L,
1341,355258,2024,,2024-02-06 12:00:00.000,Surfactantes,9.15,mg/L,
1342,355258,2024,,2024-02-06 12:00:00.000,Nitrogênio Amoniacal,51,mg/L,
1343,355259,2024,Não Conforme,2024-02-06 12:00:00.000,DQO,195,mg/L,
1344,355259,2024,Não Conforme,2024-02-06 12:00:00.000,DBO,63.2,mg/L,Não Conforme
1345,355259,2024,Não Conforme,2024-02-06 12:00:00.000,Sólidos Suspensos Totais,"56,0",mg/L,Não Conforme
1346,355259,2024,Não Conforme,2024-02-06 12:00:00.000,Óleos e Graxas Total,"< 10,00",mg/L,Conforme
1347,355259,2024,Não Conforme,2024-02-06 12:00:00.000,Óleos e Graxas Mineral,"< 10,00",mg/L,Conforme
1348,355259,2024,Não Conforme,2024-02-06 12:00:00.000,Óleos e Graxas Vegetal,"< 10,00",mg/L,Conforme
1349,355259,2024,Não Conforme,2024-02-06 12:00:00.000,Surfactantes,7.05,mg/L,Não Conforme
1350,355259,2024,Não Conforme,2024-02-06 12:00:00.000,Sólidos Sedimentáveis,0.2,mL/L,Conforme
1351,355259,2024,Não Conforme,2024-02-06 12:00:00.000,Fósforo Total,4.9,mg/L,
1352,355259,2024,Não Conforme,2024-02-06 12:00:00.000,pH,7.2,N.A,Conforme
1353,355259,2024,Não Conforme,2024-02-06 12:00:00.000,Nitrogênio Amoniacal,44.7,mg/L,Não Conforme
1354,355265,2024,,2024-02-15 08:00:00.000,Bactérias Esporogênicas,112,UFC/mL,
1355,355265,2024,,2024-02-15 08:00:00.000,Turbidez,0.59,uT,
1356,355268,2024,Não Conforme,2024-02-15 08:20:00.000,Coliformes Totais,Presença,A-P/100mL,Não Conforme
1357,355268,2024,Não Conforme,2024-02-15 08:20:00.000,Escherichia coli,Presença,A-P/100mL,Não Conforme
1358,355268,2024,Não Conforme,2024-02-15 08:20:00.000,Bactérias Heterotróficas,46,UFC/mL,Conforme
1359,355271,2024,,2024-02-15 08:40:00.000,DQO,337,mg/L,
1360,355271,2024,,2024-02-15 08:40:00.000,DBO,140,mg/L,
1361,355271,2024,,2024-02-15 08:40:00.000,Fósforo Total,8.1,mg/L,
1362,355271,2024,,2024-02-15 08:40:00.000,Óleos e Graxas Total,31.5,mg/L,
1363,355272,2024,,2024-02-15 08:45:00.000,DQO,580,mg/L,
1364,355272,2024,,2024-02-15 08:45:00.000,DBO,240,mg/L,
1365,355272,2024,,2024-02-15 08:45:00.000,Fósforo Total,7.3,mg/L,
1366,355272,2024,,2024-02-15 08:45:00.000,Óleos e Graxas Total,24.58,mg/L,
1367,355273,2024,,2024-02-15 08:55:00.000,DQO,275,mg/L,
1368,355273,2024,,2024-02-15 08:55:00.000,DBO,120,mg/L,
1369,355273,2024,,2024-02-15 08:55:00.000,Sólidos Suspensos Totais,"93,9",mg/L,
1370,355273,2024,,2024-02-15 08:55:00.000,Fósforo Total,5.4,mg/L,
1371,355274,2024,,2024-02-15 09:10:00.000,Sólidos Suspensos Totais,"8.266,7",mg/L,
1372,355274,2024,,2024-02-15 09:10:00.000,Sólidos Suspensos Voláteis ,"3.511,1",mg/L,
1373,355274,2024,,2024-02-15 09:10:00.000,Sólidos Suspensos Fixos,"4.755,6",mg/L,
1374,355276,2024,,2024-02-15 09:05:00.000,Sólidos Suspensos Totais,"14.575,0",mg/L,
1375,355276,2024,,2024-02-15 09:05:00.000,Sólidos Suspensos Voláteis ,"6.150,0",mg/L,
1376,355276,2024,,2024-02-15 09:05:00.000,Sólidos Suspensos Fixos,"8.425,0",mg/L,
1377,355277,2024,,2024-02-15 10:10:00.000,Dureza Total,41,mg/L,
1378,355277,2024,,2024-02-15 10:10:00.000,Cloreto,6,mg/L,
1379,355278,2024,,2024-02-15 10:00:00.000,Dureza Total,39,mg/L,
1380,355278,2024,,2024-02-15 10:00:00.000,Cloreto,"< 3,00",mg/L,
1381,355278,2024,,2024-02-15 10:00:00.000,Óleos e Graxas Total,"< 10,00",mg/L,
1382,355278,2024,,2024-02-15 10:00:00.000,Fluoreto,"<0,02",mg/L,
1383,355279,2024,Conforme,2024-02-15 09:20:00.000,Turbidez,0.41,uT,Conforme
1384,355280,2024,,2024-02-15 09:35:00.000,Coliformes Totais,Ausência,A-P/100mL,
1385,355280,2024,,2024-02-15 09:35:00.000,Escherichia coli,Ausência,A-P/100mL,
1386,355280,2024,,2024-02-15 09:35:00.000,Bactérias Heterotróficas,< 1,UFC/mL,
1387,355281,2024,,2024-02-15 09:45:00.000,DQO,0,mg/L,
1388,355281,2024,,2024-02-15 09:45:00.000,Sólidos Suspensos Totais,"< 10,0",mg/L,
1389,355281,2024,,2024-02-15 09:45:00.000,Ferro Total,"< 0,06",mg/L,
1390,355282,2024,,2024-02-15 10:40:00.000,DQO,470,mg/L,
1391,355282,2024,,2024-02-15 10:40:00.000,DBO,280,mg/L,
1392,355282,2024,,2024-02-15 10:40:00.000,Óleos e Graxas Total,77.78,mg/L,
1393,355282,2024,,2024-02-15 10:40:00.000,Fósforo Total,4.9,mg/L,
1394,355282,2024,,2024-02-15 10:40:00.000,Níquel,0.02,,
1395,355282,2024,,2024-02-15 10:40:00.000,Zinco,"<0,05",,
1396,355282,2024,,2024-02-15 10:40:00.000,Fenol,1.7,mg/L,
1397,355283,2024,,2024-02-15 10:45:00.000,Sólidos Suspensos Totais,"24,0",mg/L,
1398,355283,2024,,2024-02-15 10:45:00.000,Fósforo Total,9.4,mg/L,
1399,355283,2024,,2024-02-15 10:45:00.000,DBO,92,mg/L,
1400,355283,2024,,2024-02-15 10:45:00.000,Óleos e Graxas Total,"< 10,00",mg/L,
1401,355283,2024,,2024-02-15 10:45:00.000,Surfactantes,1.11,mg/L,
1402,355283,2024,,2024-02-15 10:45:00.000,DQO,105,mg/L,
1403,355284,2024,,2024-02-15 11:00:00.000,DQO,267,mg/L,
1404,355284,2024,,2024-02-15 11:00:00.000,DBO,85,mg/L,
1405,355284,2024,,2024-02-15 11:00:00.000,Sólidos Suspensos Totais,"1.653,8",mg/L,
1406,355284,2024,,2024-02-15 11:00:00.000,Fósforo Total,9.4,mg/L,
1407,355285,2024,Não Conforme,2024-02-15 09:00:00.000,Sólidos Suspensos Fixos,"1.076,9",mg/L,
1408,355285,2024,Não Conforme,2024-02-15 09:00:00.000,Sólidos Suspensos Totais,"2.269,2",mg/L,Não Conforme
1409,355285,2024,Não Conforme,2024-02-15 09:00:00.000,Sólidos Suspensos Voláteis ,"1.192,3",mg/L,
1410,355286,2024,,2024-02-15 09:10:00.000,Sólidos Suspensos Totais,"1.673,3",mg/L,
1411,355286,2024,,2024-02-15 09:10:00.000,Sólidos Suspensos Voláteis ,"833,3",mg/L,
1412,355286,2024,,2024-02-15 09:10:00.000,Sólidos Suspensos Fixos,"840,0",mg/L,
1413,355287,2024,,2024-02-15 11:10:00.000,DQO,24,mg/L,
1414,355287,2024,,2024-02-15 11:10:00.000,DBO,17,mg/L,
1415,355287,2024,,2024-02-15 11:10:00.000,Sólidos Suspensos Totais,"24,0",mg/L,
1416,355287,2024,,2024-02-15 11:10:00.000,Sólidos Suspensos Voláteis ,"11,0",mg/L,
1417,355287,2024,,2024-02-15 11:10:00.000,Sólidos Suspensos Fixos,"13,0",mg/L,
1418,355287,2024,,2024-02-15 11:10:00.000,Óleos e Graxas Mineral,14.9,mg/L,
1419,355287,2024,,2024-02-15 11:10:00.000,Fósforo Total,"< 1,00",mg/L,
1420,355287,2024,,2024-02-15 11:10:00.000,Surfactantes,0.53,mg/L,
1421,355287,2024,,2024-02-15 11:10:00.000,Toxicidade,1,,
1422,355290,2024,,2024-02-07 14:00:00.000,DQO,340,mg/L,
1423,355290,2024,,2024-02-07 14:00:00.000,DBO,167.5,mg/L,
1424,355290,2024,,2024-02-07 14:00:00.000,Nitrogênio Amoniacal,37.5,mg/L,
1425,355290,2024,,2024-02-07 14:00:00.000,Fósforo Total,5.8,mg/L,
1426,355291,2024,,2024-02-07 14:00:00.000,Sólidos Suspensos Totais,"77,0",mg/L,
1427,355291,2024,,2024-02-07 14:00:00.000,Sólidos Suspensos Voláteis ,"35,0",mg/L,
1428,355291,2024,,2024-02-07 14:00:00.000,Sólidos Suspensos Fixos,"42,0",mg/L,
1429,355293,2024,,2024-02-07 14:00:00.000,DQO,87,mg/L,
1430,355293,2024,,2024-02-07 14:00:00.000,DBO,27.6,mg/L,
1431,355293,2024,,2024-02-07 14:00:00.000,Nitrogênio Amoniacal,6.6,mg/L,
1432,355293,2024,,2024-02-07 14:00:00.000,Fósforo Total,2.5,mg/L,
1433,355296,2024,,2024-02-21 12:00:00.000,Surfactantes,0.66,mg/L,
1434,355296,2024,,2024-02-21 12:00:00.000,Cor Aparente,57,uH,
1435,355296,2024,,2024-02-21 12:00:00.000,Sólidos Totais,100,mg/L,
1436,355296,2024,,2024-02-21 12:00:00.000,Coliformes Totais,24196,NMP/100mL,
1437,355296,2024,,2024-02-21 12:00:00.000,Escherichia coli,1137,NMP/100mL,
1438,355296,2024,,2024-02-21 12:00:00.000,DQO,14,mg/L,
1439,355296,2024,,2024-02-21 12:00:00.000,DBO,"< 2,00",mg/L,
1440,355296,2024,,2024-02-21 12:00:00.000,Oxigênio Dissolvido,7.35,mg/L,
1441,355296,2024,,2024-02-21 12:00:00.000,Turbidez,2.9,uT,
1442,355296,2024,,2024-02-21 12:00:00.000,pH,6.2,,
1443,355296,2024,,2024-02-21 12:00:00.000,Fósforo Total,"< 1,00",mg/L,
1444,355296,2024,,2024-02-21 12:00:00.000,Nitrogênio Amoniacal,"<0,40",mg/L,
1445,355296,2024,,2024-02-21 12:00:00.000,Temperatura,27,°C,
1446,355296,2024,,2024-02-21 12:00:00.000,Condutividade,18,µs/cm,
1447,355296,2024,,2024-02-21 12:00:00.000,Cloreto,4,mg/L,
1448,355296,2024,,2024-02-21 12:00:00.000,Óleos e Graxas Total,<5,mg/L,
1449,355296,2024,,2024-02-21 12:00:00.000,Óleos Vegetais e Gorduras Animais,<5,mg/L,
1450,355296,2024,,2024-02-21 12:00:00.000,Óleos Minerais,<5,mg/L,
1451,355297,2024,,2024-02-21 12:00:00.000,Surfactantes,"< 0,50",mg/L,
1452,355297,2024,,2024-02-21 12:00:00.000,Cor Aparente,75,uH,
1453,355297,2024,,2024-02-21 12:00:00.000,Sólidos Totais,40,mg/L,
1454,355297,2024,,2024-02-21 12:00:00.000,Coliformes Totais,24196,NMP/100mL,
1455,355297,2024,,2024-02-21 12:00:00.000,Escherichia coli,1223,NMP/100mL,
1456,355297,2024,,2024-02-21 12:00:00.000,DQO,15,mg/L,
1457,355297,2024,,2024-02-21 12:00:00.000,DBO,2,mg/L,
1458,355297,2024,,2024-02-21 12:00:00.000,Oxigênio Dissolvido,7.79,mg/L,
1459,355297,2024,,2024-02-21 12:00:00.000,Turbidez,2.74,uT,
1460,355297,2024,,2024-02-21 12:00:00.000,pH,6.4,,
1461,355297,2024,,2024-02-21 12:00:00.000,Nitrogênio Amoniacal,"<0,40",mg/L,
1462,355297,2024,,2024-02-21 12:00:00.000,Fósforo Total,"< 1,00",mg/L,
1463,355297,2024,,2024-02-21 12:00:00.000,Temperatura,27,°C,
1464,355297,2024,,2024-02-21 12:00:00.000,Condutividade,19.95,µs/cm,
1465,355297,2024,,2024-02-21 12:00:00.000,Cloreto,"< 3,00",mg/L,
1466,355297,2024,,2024-02-21 12:00:00.000,Óleos e Graxas Total,<5,mg/L,
1467,355297,2024,,2024-02-21 12:00:00.000,Óleos Vegetais e Gorduras Animais,<5,mg/L,
1468,355297,2024,,2024-02-21 12:00:00.000,Óleos Minerais,<5,mg/L,
1469,355298,2024,,2024-02-21 12:00:00.000,Coliformes Totais,6131,NMP/100mL,
1470,355298,2024,,2024-02-21 12:00:00.000,Escherichia coli,395,NMP/100mL,
1471,355299,2024,,2024-02-21 12:00:00.000,Coliformes Totais,17329,NMP/100mL,
1472,355299,2024,,2024-02-21 12:00:00.000,Escherichia coli,20,NMP/100mL,
1473,355300,2024,Conforme,2024-02-02 09:05:00.000,Cloro Residual Livre,1.9,mg/L,Conforme
1474,355300,2024,Conforme,2024-02-02 09:05:00.000,Turbidez,0.33,uT,Conforme
1475,355300,2024,Conforme,2024-02-02 09:05:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1476,355300,2024,Conforme,2024-02-02 09:05:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1477,355300,2024,Conforme,2024-02-02 09:05:00.000,Bactérias Heterotróficas,< 1,UFC/mL,Conforme
1478,355300,2024,Conforme,2024-02-02 09:05:00.000,pH,6.22,N.A,Conforme
1479,355300,2024,Conforme,2024-02-02 09:05:00.000,Cor Aparente,3,uH,Conforme
1480,355300,2024,Conforme,2024-02-02 09:05:00.000,Fluoreto,0.84,mg/L,Conforme
1481,355301,2024,Conforme,2024-02-02 08:50:00.000,Cloro Residual Livre,2,mg/L,Conforme
1482,355301,2024,Conforme,2024-02-02 08:50:00.000,Cor Aparente,8,uH,Conforme
1483,355301,2024,Conforme,2024-02-02 08:50:00.000,Turbidez,1.09,uT,Conforme
1484,355301,2024,Conforme,2024-02-02 08:50:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1485,355301,2024,Conforme,2024-02-02 08:50:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1486,355302,2024,Conforme,2024-02-02 08:30:00.000,Cloro Residual Livre,1.8,mg/L,Conforme
1487,355302,2024,Conforme,2024-02-02 08:30:00.000,Cor Aparente,10,uH,Conforme
1488,355302,2024,Conforme,2024-02-02 08:30:00.000,Turbidez,1.16,uT,Conforme
1489,355302,2024,Conforme,2024-02-02 08:30:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1490,355302,2024,Conforme,2024-02-02 08:30:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1491,355303,2024,Conforme,2024-02-02 14:15:00.000,Cloro Residual Livre,1.8,mg/L,Conforme
1492,355303,2024,Conforme,2024-02-02 14:15:00.000,Cor Aparente,8,uH,Conforme
1493,355303,2024,Conforme,2024-02-02 14:15:00.000,Turbidez,0.65,uT,Conforme
1494,355303,2024,Conforme,2024-02-02 14:15:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1495,355303,2024,Conforme,2024-02-02 14:15:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1496,355304,2024,Conforme,2024-02-02 14:35:00.000,Cloro Residual Livre,2,mg/L,Conforme
1497,355304,2024,Conforme,2024-02-02 14:35:00.000,Cor Aparente,8,uH,Conforme
1498,355304,2024,Conforme,2024-02-02 14:35:00.000,Turbidez,0.83,uT,Conforme
1499,355304,2024,Conforme,2024-02-02 14:35:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1500,355304,2024,Conforme,2024-02-02 14:35:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1501,355305,2024,Conforme,2024-02-02 11:28:00.000,Cloro Residual Livre,1.7,mg/L,Conforme
1502,355305,2024,Conforme,2024-02-02 11:28:00.000,Cor Aparente,6,uH,Conforme
1503,355305,2024,Conforme,2024-02-02 11:28:00.000,Turbidez,0.74,uT,Conforme
1504,355305,2024,Conforme,2024-02-02 11:28:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1505,355305,2024,Conforme,2024-02-02 11:28:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1506,355306,2024,Conforme,2024-02-02 09:15:00.000,Cloro Residual Livre,1.9,mg/L,Conforme
1507,355306,2024,Conforme,2024-02-02 09:15:00.000,Turbidez,0.27,uT,Conforme
1508,355306,2024,Conforme,2024-02-02 09:15:00.000,Cor Aparente,<3,uH,Conforme
1509,355306,2024,Conforme,2024-02-02 09:15:00.000,pH,6.2,N.A,Conforme
1510,355306,2024,Conforme,2024-02-02 09:15:00.000,Fluoreto,1,mg/L,Conforme
1511,355306,2024,Conforme,2024-02-02 09:15:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1512,355306,2024,Conforme,2024-02-02 09:15:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1513,355306,2024,Conforme,2024-02-02 09:15:00.000,Bactérias Heterotróficas,1,UFC/mL,Conforme
1514,355308,2024,Não Conforme,2024-02-02 11:01:00.000,Cloro Residual Livre,1.9,mg/L,Conforme
1515,355308,2024,Não Conforme,2024-02-02 11:01:00.000,Cor Aparente,59,uH,Não Conforme
1516,355308,2024,Não Conforme,2024-02-02 11:01:00.000,pH,6.79,,Conforme
1517,355308,2024,Não Conforme,2024-02-02 11:01:00.000,Coliformes Totais,Presença,A-P/100mL,Não Conforme
1518,355308,2024,Não Conforme,2024-02-02 11:01:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1519,355308,2024,Não Conforme,2024-02-02 11:01:00.000,Fluoreto,0.38,mg/L,Atenção
1520,355308,2024,Não Conforme,2024-02-02 11:01:00.000,Bactérias Heterotróficas,61,UFC/mL,Conforme
1521,355309,2024,Não Conforme,2024-02-02 11:02:00.000,Turbidez,1.09,uT,Não Conforme
1522,355310,2024,Não Conforme,2024-02-02 11:03:00.000,Turbidez,1.52,uT,Não Conforme
1523,355311,2024,Não Conforme,2024-02-02 11:04:00.000,Turbidez,0.96,uT,Não Conforme
1524,355312,2024,Não Conforme,2024-02-02 11:05:00.000,Turbidez,0.94,uT,Não Conforme
1525,355313,2024,Conforme,2024-02-02 10:15:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1526,355313,2024,Conforme,2024-02-02 10:15:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1527,355313,2024,Conforme,2024-02-02 10:15:00.000,Cloro Residual Livre,1.2,mg/L,Conforme
1528,355314,2024,Conforme,2024-02-02 15:01:00.000,Cloro Residual Livre,2.8,mg/L,Conforme
1529,355314,2024,Conforme,2024-02-02 15:01:00.000,Cor Aparente,7,uH,Conforme
1530,355314,2024,Conforme,2024-02-02 15:01:00.000,pH,7.2,N.A,Conforme
1531,355314,2024,Conforme,2024-02-02 15:01:00.000,Turbidez,1.11,uT,Conforme
1532,355314,2024,Conforme,2024-02-02 15:01:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1533,355314,2024,Conforme,2024-02-02 15:01:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1534,355314,2024,Conforme,2024-02-02 15:01:00.000,Bactérias Heterotróficas,< 1,UFC/mL,Conforme
1535,355315,2024,Atenção,2024-02-02 15:02:00.000,Cloro Residual Livre,2.4,mg/L,Conforme
1536,355315,2024,Atenção,2024-02-02 15:02:00.000,Turbidez,0.92,uT,Conforme
1537,355315,2024,Atenção,2024-02-02 15:02:00.000,Cor Aparente,7,uH,Conforme
1538,355315,2024,Atenção,2024-02-02 15:02:00.000,pH,6.2,N.A,Conforme
1539,355315,2024,Atenção,2024-02-02 15:02:00.000,Fluoreto,"<0,02",mg/L,Atenção
1540,355315,2024,Atenção,2024-02-02 15:02:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1541,355315,2024,Atenção,2024-02-02 15:02:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1542,355315,2024,Atenção,2024-02-02 15:02:00.000,Bactérias Heterotróficas,< 1,UFC/mL,Conforme
1543,355488,2024,Conforme,2024-02-02 11:41:13.000,Leitura Coliformes Totais,Ausência,A-P/100mL,Conforme
1544,355488,2024,Conforme,2024-02-02 11:41:13.000,Leitura Escherichia coli,Ausência,A-P/100mL,Conforme
1545,355509,2024,Inconclusivo,2024-02-02 13:30:00.000,Coliformes Totais,130580,NMP/100mL,Inconclusivo
1546,355509,2024,Inconclusivo,2024-02-02 13:30:00.000,Escherichia coli,26748,NMP/100mL,Inconclusivo
1547,355512,2024,Conforme,2024-02-06 09:46:00.000,Cloro Residual Livre,1.3,mg/L,Conforme
1548,355512,2024,Conforme,2024-02-06 09:46:00.000,Cor Aparente,<3,uH,Conforme
1549,355512,2024,Conforme,2024-02-06 09:46:00.000,Turbidez,0.39,uT,Conforme
1550,355512,2024,Conforme,2024-02-06 09:46:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1551,355512,2024,Conforme,2024-02-06 09:46:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1552,355513,2024,Não Conforme,2024-02-05 15:40:00.000,Cloro Residual Livre,1.4,mg/L,Conforme
1553,355513,2024,Não Conforme,2024-02-05 15:40:00.000,Cor Aparente,37,uH,Não Conforme
1554,355513,2024,Não Conforme,2024-02-05 15:40:00.000,Turbidez,4.09,uT,Conforme
1555,355513,2024,Não Conforme,2024-02-05 15:40:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1556,355513,2024,Não Conforme,2024-02-05 15:40:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1557,355514,2024,Conforme,2024-02-06 09:00:00.000,Cloro Residual Livre,2,mg/L,Conforme
1558,355514,2024,Conforme,2024-02-06 09:00:00.000,Cor Aparente,8,uH,Conforme
1559,355514,2024,Conforme,2024-02-06 09:00:00.000,Turbidez,0.67,uT,Conforme
1560,355514,2024,Conforme,2024-02-06 09:00:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1561,355514,2024,Conforme,2024-02-06 09:00:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1562,355515,2024,Conforme,2024-02-05 15:28:00.000,Cloro Residual Livre,1,mg/L,Conforme
1563,355515,2024,Conforme,2024-02-05 15:28:00.000,Cor Aparente,13,uH,Conforme
1564,355515,2024,Conforme,2024-02-05 15:28:00.000,Turbidez,1.57,uT,Conforme
1565,355515,2024,Conforme,2024-02-05 15:28:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1566,355515,2024,Conforme,2024-02-05 15:28:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1567,355516,2024,Atenção,2024-02-05 09:00:00.000,Coliformes Totais,172200,NMP/100mL,
1568,355516,2024,Atenção,2024-02-05 09:00:00.000,Escherichia coli,17500,NMP/100mL,Atenção
1569,355517,2024,Conforme,2024-02-05 11:30:00.000,Coliformes Totais,18255,NMP/100mL,
1570,355517,2024,Conforme,2024-02-05 11:30:00.000,Escherichia coli,744,NMP/100mL,Conforme
1571,355518,2024,Conforme,2024-02-05 09:16:00.000,Coliformes Totais,8516,NMP/100mL,
1572,355518,2024,Conforme,2024-02-05 09:16:00.000,Escherichia coli,631,NMP/100mL,Conforme
1573,355519,2024,Conforme,2024-02-05 10:12:00.000,Coliformes Totais,7701,NMP/100mL,
1574,355519,2024,Conforme,2024-02-05 10:12:00.000,Escherichia coli,121,NMP/100mL,Conforme
1575,355520,2024,Conforme,2024-02-05 10:40:00.000,Coliformes Totais,7947,NMP/100mL,
1576,355520,2024,Conforme,2024-02-05 10:40:00.000,Escherichia coli,473,NMP/100mL,Conforme
1577,355521,2024,Conforme,2024-02-05 14:54:00.000,Coliformes Totais,19103,NMP/100mL,
1578,355521,2024,Conforme,2024-02-05 14:54:00.000,Escherichia coli,887,NMP/100mL,Conforme
1579,355523,2024,Atenção,2024-02-05 11:30:00.000,Cor Aparente,11,uH,Conforme
1580,355523,2024,Atenção,2024-02-05 11:30:00.000,pH,7.02,,Conforme
1581,355523,2024,Atenção,2024-02-05 11:30:00.000,Turbidez,1.23,uT,Conforme
1582,355523,2024,Atenção,2024-02-05 11:30:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1583,355523,2024,Atenção,2024-02-05 11:30:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1584,355523,2024,Atenção,2024-02-05 11:30:00.000,Cloro Residual Livre,1.5,mg/L,Conforme
1585,355523,2024,Atenção,2024-02-05 11:30:00.000,Alumínio,0.076,mg/L,Conforme
1586,355523,2024,Atenção,2024-02-05 11:30:00.000,Fluoreto,"<0,02",mg/L,Atenção
1587,355524,2024,Atenção,2024-02-05 09:16:00.000,Cor Aparente,<3,uH,Conforme
1588,355524,2024,Atenção,2024-02-05 09:16:00.000,pH,6.9,,Conforme
1589,355524,2024,Atenção,2024-02-05 09:16:00.000,Turbidez,0.18,uT,Conforme
1590,355524,2024,Atenção,2024-02-05 09:16:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1591,355524,2024,Atenção,2024-02-05 09:16:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1592,355524,2024,Atenção,2024-02-05 09:16:00.000,Cloro Residual Livre,1.2,mg/L,Conforme
1593,355524,2024,Atenção,2024-02-05 09:16:00.000,Fluoreto,0.08,mg/L,Atenção
1594,355525,2024,Não Conforme,2024-02-05 10:12:00.000,Cor Aparente,17,uH,Não Conforme
1595,355525,2024,Não Conforme,2024-02-05 10:12:00.000,pH,7.5,,Conforme
1596,355525,2024,Não Conforme,2024-02-05 10:12:00.000,Turbidez,1.21,uT,Conforme
1597,355525,2024,Não Conforme,2024-02-05 10:12:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1598,355525,2024,Não Conforme,2024-02-05 10:12:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1599,355525,2024,Não Conforme,2024-02-05 10:12:00.000,Cloro Residual Livre,1.8,mg/L,Conforme
1600,355525,2024,Não Conforme,2024-02-05 10:12:00.000,Alumínio,0.072,mg/L,Conforme
1601,355525,2024,Não Conforme,2024-02-05 10:12:00.000,Fluoreto,0.4,mg/L,Atenção
1602,355526,2024,Conforme,2024-02-05 10:40:00.000,Cor Aparente,3,uH,Conforme
1603,355526,2024,Conforme,2024-02-05 10:40:00.000,pH,6.8,,Conforme
1604,355526,2024,Conforme,2024-02-05 10:40:00.000,Turbidez,0.27,uT,Conforme
1605,355526,2024,Conforme,2024-02-05 10:40:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1606,355526,2024,Conforme,2024-02-05 10:40:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1607,355526,2024,Conforme,2024-02-05 10:40:00.000,Cloro Residual Livre,2,mg/L,Conforme
1608,355526,2024,Conforme,2024-02-05 10:40:00.000,Alumínio,0.066,mg/L,Conforme
1609,355526,2024,Conforme,2024-02-05 10:40:00.000,Fluoreto,0.67,mg/L,Conforme
1610,355527,2024,Atenção,2024-02-05 14:55:00.000,Cor Aparente,10,uH,Conforme
1611,355527,2024,Atenção,2024-02-05 14:55:00.000,pH,6.79,,Conforme
1612,355527,2024,Atenção,2024-02-05 14:55:00.000,Turbidez,1.06,uT,Conforme
1613,355527,2024,Atenção,2024-02-05 14:55:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
1614,355527,2024,Atenção,2024-02-05 14:55:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
1615,355527,2024,Atenção,2024-02-05 14:55:00.000,Cloro Residual Livre,2,mg/L,Conforme
1616,355527,2024,Atenção,2024-02-05 14:55:00.000,Alumínio,0.149,mg/L,Conforme
1617,355527,2024,Atenção,2024-02-05 14:55:00.000,Fluoreto,0.2,mg/L,Atenção
1618,355528,2024,Atenção,2024-02-05 09:00:00.000,Cor Aparente,<3,uH,Conforme
1619,355528,2024,Atenção,2024-02-05 09:00:00.000,pH,6.7,,Conforme
